식당 이름,번역된 식당 이름,URL,영상,텔,장르,영업 시간,예산,신용 카드,QR 코드 결제,주소,입장,주차,좌석,카운터 좌석,흡연,개인 실,상점 웹 사이트,사용 장면,Wi-Fi 사용,전화 번호,닫힌 날,사적인,인스 타 그램,예약,쇼핑 직무 정보,강의,당신이 마실 수있는 모든 것,요리 기능과 전문 분야,마시는 기능과 세부 사항에 대한 관심,대기,서비스,드레스 코드,애완 동물,추가 장비,IC 카드 지불,발언,아이들이 들어 오세요,전원 공급 장치 사용,외국어 지원,페이스 북,X (트위터),맥주 제작자
韓国居酒屋 ととり,한국 이자카야 토토리,https://retty.me/area/PRE13/ARE2/SUB202/100000076702/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36223578.jpg,03-3501-0535,이자카야 야키 니쿠 한국 요리,"[월요일 ~ 목요일]
 11:30-24:00
[금]
 15:00-24:00 L.O. 23:30
[태양, 토요일, 휴일]
 16:00-24:00
아시다시피, 영업 시간은 오후 9 시까 지입니다. 스프레드 방지와 같은 주요 조치 기간 동안. 감사합니다.","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
JCB",PayPay,"나루미 빌딩의 2 층, 1-3-7 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (58m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (58m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (150m)","없음
근처 (할인 없음) 사용 가능","55 석
(타타미 좌석 이용 가능)",없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,"점심, 여자 파티, 모든 링크, 연회 및 음주 파티, 개인 객실, 독신, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 마시기, 와인, 주차 가능, 개인 저녁 식사
다른 사용 장면을 참조하십시오",예,,하루 종일 개점,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 50 명",,사용 가능한 예약,,,"3,000 엔에서 3,999 엔으로 인한 싱글 링크와 4,000 엔에서 4,999 엔을 포함한 코스와 5,000 엔 또는 그 이상을위한 모든 코스를 포함하는 코스가 포함 된 코스가 있습니다.",고기 요리 전문,"맥주, 사케, 쇼치","개방성이 있습니다
활발한 상점","놀라운 응답 가능
축하 가능성",,,,,,불가능합니다,,,,,
月島もんじゃ たまとや 日比谷,Tsukishima Monja Tamatoya Hibiya,https://retty.me/area/PRE13/ARE2/SUB202/100001625519/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3366485.jpg,명확하지 않습니다,Monjayaki,"[하루 종일]
 11:00-23:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",,PayPay,"2-1-6 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (140m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (140m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보로 3 분 거리 (190m)",,,,,,,"점심, 저녁, 쌀, 세련된 점심, 급여 지불 지불, 요리 및 엔딩 파티, 요리 및 새해 파티",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
焼き鳥と海鮮 完全個室創作居酒屋 よりみち 有楽町店,Yakitori and Seafood- 개인 실 창조적 인 Izakaya Yorimichi Yurakucho Branch,https://retty.me/area/PRE13/ARE2/SUB202/100001685672/,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001685672/archive/3576495-67f47a9bf24b8.jpg,03-4567-6136,이자카야 바 쇠고기 혀,"[월요일 ~ 목요일]
 16:00-24:00 L.O. 23:30
[금]
 16:00-27:00 L.O. 26:00
[태양/토요일]
 12:00-24:00 L.O. 23:30
*휴일과 휴일 전날은 매일 영업 시간이 적용됩니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",예,,"4 층, TS Hibiya Building, 1-2-9 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (140m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (140m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (210m)",없음,70 석,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,"개인 실, 쌀, 고기, 저녁 식사, 솔로, 환영 파티, 엔터테인먼트, 생일, 생일, 작별 파티, 음료수, 심야, 음주, 개인 실, 새해 파티, 캐주얼, 바삭 바삭, 새해 파티, 바삭 바삭한, 연도-엔드 파티
다른 사용 장면을 참조하십시오",예,,없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 70 명",,,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 2 시간 반 동안 1,999 엔, 2 시간 동안 완전히 흠뻑 적시고, 2 시간 반 동안 모두 싱글 링크, 3 시간 이상 만난 링크","우리는 야채 요리, 고기 요리 및 식품 생산 공간에 특히","맥주, 사케, 쇼치, 와인, 위스키, 칵테일","개방성이 있습니다
조용한 가게
차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",없음,,,,"[JR Yurakucho Station에서 매장에가는 방법]
JR Yurakucho Station/Hibiya 출구의 중앙 웨스트 출구를 나와 왼쪽에있는 스테이션이있는 트랙을 따라 똑바로 향하십시오. 오른쪽에 ""쓰키 국수, 뜨거운 냄비, xi'an cuisine xi'an""을 볼 때 바로 앞서 나가십시오. 오른쪽에는 ""Ramen Horan""이 있으며 TS Hibiya Building의 4 층에 있습니다.",,,중국인,,,
シュマッツ・ビア・ホール 日比谷グルメゾン,Schmatz Beer Hall Hibiya Gourmetson,https://retty.me/area/PRE13/ARE2/SUB202/100001549580/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36217766.jpg,03-6811-1185,맥주 바 크래프트 맥주 바,"[월요일부터 금요일까지]
 17:00-23:00
[태양, 토요일, 휴일]
 11:30-23:00","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",,PayPay,"1-7-18 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 4 분 거리 (250m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 4 분 (250m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 거리 (290m)",,,,,,,"점심, 저녁 식사, 쌀, 급여 지불 지불 가능, 캐주얼",,,・ 시설과 동일합니다,,,,,,,,,,,,,,,,,,,,,
厚切り牛タン食べ放題 一心たん助 旦 有楽町,두꺼운 얇게 썬 쇠고기 혀 isshin tansuke dan yurakucho를 먹을 수있는 모든 것,https://retty.me/area/PRE13/ARE2/SUB202/100001578234/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001578234/archive/2685962-6263853215adc.jpg,03-6268-8515,야키 니쿠 쇠고기 혀 고기 바,"[하루 종일]
저녁 식사 16:00-22:00 L.O. 21:40","점심 : 비즈니스 시간
저녁 식사 : ~ 8,000 엔",예,PayPay,"1F 난초 광장 건물, 1-2-11 유라쿠치, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (160m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (160m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (230m)",예,"48 석
(좌석이 매일 가득 차 있기 때문에 좌석 요청을받지 않습니다. 모든 좌석은 열려 있습니다.)",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://isshintansuke.tokyo/,PayPay 지불 이용 가능한 연말 파티 새해 파티 All-You-Can Eat and Drink Christmas 2024 세련된,예,,새해 휴일 (확인하십시오),불가능합니다,,사용 가능한 예약,,"5,000 ~ 5,999 엔 코스로 제공됩니다","999 엔 미만의 all-you-can-drink 가격, 1000 ~ 1999 엔, 1 시간 반 동안 all-you-can-drink",,"맥주, 쇼카, 위스키, 칵테일","활발한 상점
골목을 향합니다","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",,불가능합니다,,,,불가능합니다,,,,,
過門香 點 有楽町イトシア店,Kammonka Song Yurakucho Itsia 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000007348/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000007348/archive/1559085-5e814c98c2dbf.jpg,03-5224-6422,중국 과자,자세한 내용은 공식 웹 사이트를 확인하십시오.,"점심 : ~ 4,000 엔
저녁 식사 : ~ 6,000 엔",Amex,PayPay,"3f Yurakucho Itoshiatosia Plaza, 2-7-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (76m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (76m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 2 분 (120m)",,144 석,예,"불가능합니다
완전히 흡연이 허용됩니다
(흡연 별도)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://kamonka-tokyo.jp/,"데이트 여자 나이트 파티 전 만해도 마시는 개인 객실 약혼 저녁 식사 싱글 싱글 OK Entertainment 아름다운 나이트 뷰 레스토랑 크리스마스 저녁 식사를 즐기십시오. 세련된 비 스모크 개인 객실 데이트 세련된 개인 실 개인 실을 즐기십시오.
다른 사용 장면을 참조하십시오",,,"불규칙한 휴일
Itotia와 동일합니다",,,,,,,,,,,,,,,,,,,,,
SALONE TOKYO 東京ミッドタウン日比谷,살롱 도쿄 도쿄 미드 타운 히비 야,https://retty.me/area/PRE13/ARE2/SUB202/100001411199/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001411199/archive/3436489-67211c83ce76e.jpg,03-6257-3017,해산물과 해산물 요리,"[하루 종일]
점심 12:00-15:00 L.O. 13:00
저녁 식사 18 : 00-22 : 00 L.O. 19:30","점심 : ~ 10,000 엔
저녁 식사 : ~ 20,000 엔","비자
마스터 카드
Amex
식당
JCB",,"도쿄 미드 타운 Hibiya 3F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho Station에서 도보로 1 분 (31m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (37m)","예
특별 P 사용 가능","42 석
(1 36 테이블, 1 개의 개인 실 (최대 6 석) *계절 테라스 좌석 (예약 필수) *개인 실을 사용할 때 11,000 엔 (서비스 제외)의 추가 요금이 청구됩니다.",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명",http://salone.tokyo/,"점심, 데이트, 여자 밤, 개인 실, 싱글 게스트, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 주차장, 세련된, 영어권, 개인 실, 테라스, 저녁 식사, 비영리
다른 사용 장면을 참조하십시오",예,,하루 종일 개점,예,https://www.instagram.com/salonetokyo/,사용 가능한 예약,,"7,000 엔 ~ 7,999 엔 코스, 8,000 엔 코스 이상으로 구입할 수 있습니다.",,"우리는 고기 요리, 생선 요리, 매장 내에서 준비된 것입니다.",와인이 있습니다,"풍경은 아름답습니다
차분한 분위기
테라스가 있습니다",소믈리에가 있습니다,평상복,불가능합니다,,"Suica, Rakuten Edy, Quicpay","*도쿄 메트로 Hibiya Line과 Chiyoda Line과 Toei Subway Mita Line의 Hibiya 역에 직접 연결

서비스 요금 10%

복장 규정 : 반바지와 샌들과 같은 매우 캐주얼 한 옷을 입고 상점을 방문하지 않습니다.
어린이와 함께 : 우리는 16 세 미만의 고객이 매장에 들어가도록 허용하지 않으므로 사전 에이 사실을 알고 있습니다.
공간 및 시설 : 휠체어 이용 가능",불가능합니다,불가능합니다,"영어
언어 지원 메뉴가 있습니다",https://www.facebook.com/salonetokyo/,,
中国料理 礼華 四君子草 東京ミッドタウン日比谷,중국 요리 Reika 4 종류의 과자 도쿄 미드 타운 Hibiya,https://retty.me/area/PRE13/ARE2/SUB202/100001411104/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36598029.jpg,03-6273-3327,중국 요리 이자카야 해산물 및 해산물 요리 Xiaolongbao Gyoza Shanghai Cuisine Shanghai Crab Meat Bar,"[하루 종일]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 17 : 30-23 : 00 L.O. 21:00","점심 : ~ 3,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
식당
JCB",PayPay,"도쿄 미드 타운 Hibiya 3F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (77m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (77m)",,53 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.rai-ka.com/hibiya/,"점심 모든 당신이 점화 된 연회/음주 파티 개인 방 약혼 저녁 식사 파티 싱글 OK Entertainment Farewell 파티 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티 마시는 와인 세련된 저녁 식사 쌀 비영리 개인 객실 점심
다른 사용 장면을 참조하십시오",,,"하루 종일 개점
*새해 공휴일과 2 월과 8 월의 첫 번째 수요일에 문을 닫았습니다.",,https://www.instagram.com/raika_sikunsisou//,,,,,,,,,,,,,,,,,https://www.facebook.com/raika.hibiya/,,
Anchor Tokyo ザ・ゲートホテル東京 by HULIC,헐리스의 게이트 호텔 도쿄 앵커,https://retty.me/area/PRE13/ARE2/SUB202/100001547657/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001547657/archive/3367248-66a46fe17c12a.jpg,03-6263-8230,비스트로 식당 바 서쪽 음식,"[하루 종일]
아침 6 : 30-10 : 00
점심 11:30-16:00 L.O. 15:30
저녁 식사 17:00-22:30 L.O. 22:00","점심 : ~ 5,000 엔
저녁 식사 : ~ 8,000 엔","비자
Amex
JCB",PayPay,"게이트 호텔 도쿄, 2-2-3 유라 커코, Chiyoda-Ku, Hulic, Hulic Square 도쿄, 4 층
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보 1 분 (24m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (32m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (33m)","예
근처 (할인 없음) 사용 가능","116 석
(84 개의 테이블, 16 카운터, 16 개의 테라스, 2 개의 개인 실)","예
(바 카운터가 될 것입니다.)","불가능합니다
흡연실 사용 가능
(상점 외부에는 흡연실이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명",https://www.gate-hotel.jp/tokyo/?ja,"점심 개인 객실 싱글 룸 아름다운 밤보기 레스토랑 아름다운 전망 와인 음료 주차 공간 주차장 어린이와 함께 즐기십시오 세련된 영어 테라스 아침 식사 저녁 식사
다른 사용 장면을 참조하십시오",예,,연간 검사 일에만,불가능합니다,https://www.instagram.com/gatehoteltokyo/,사용 가능한 예약,,"4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 7,000 ~ 7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 2,000-2,999 엔, 전산 점수 가격 : 3,000-4,999 엔, 3,000-3,999 엔 ALL-YOU-CAN-DRINK 코스 포함, 2 시간의 전일 링크","우리는 고기 요리, 생선 요리 및 생산 성분에 대해 특히 알레르기, 채식 메뉴 및 어린이 메뉴를 사용하여 고객에게 수용 할 수 있습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일","풍경은 아름답습니다
개방성이 있습니다
천장이 높습니다
차분한 분위기
숨는 곳
테라스가 있습니다
호텔에 있습니다
상업용 시설에 위치합니다","놀라운 응답 가능
축하 가능성
휴대품 룸이 있습니다",평상복,불가능합니다,,"Suica, Quicpay",,"예
어린이는 환영합니다, 유치원 어린이는 환영 받고, 초등학생은 환영 받고, 기저귀를 기저귀로 가져갈 수 있고, 어린이 메뉴, 알레르기 음식을 이용할 수 있습니다.",불가능합니다,"영어
언어 지원 메뉴가 있습니다",https://www.facebook.com/gatehoteltokyo/,,
Lubina Hibiya,Lubina Hibiya,https://retty.me/area/PRE13/ARE2/SUB202/100001411279/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34763472.jpg,03-6273-3250,스페인 요리,"[하루 종일]
 11:00-23:30","점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔",예,,"2F, 도쿄 미드 타운 Hibiya, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (67m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (69m)",,99 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 데이트, 소녀의 밤, 싱글, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 세련된, 저녁 식사, 저녁 식사, 저녁 식사, 저녁 식사, 비 흡연, 점심 데이트, 여자 밤, 세련된, 점심, 세련된, 성인 데이트
다른 사용 장면을 참조하십시오",,,"하루 종일 개점
・ 시설과 동일합니다",,,,,,,,,,,,,,,,,,,,,
RESTAURANT TOYO 東京ミッドタウン日比谷,레스토랑 토요 도쿄 미드 타운 히비 야,https://retty.me/area/PRE13/ARE2/SUB202/100001411551/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3388380.jpg,03-6273-3340,프랑스 요리 서부 요리,"[하루 종일]
점심 11:30-14:30 L.O. 13:00
저녁 식사 18 : 30-23 : 00 L.O. 20:00","점심 : ~ 15,000 엔
저녁 식사 : ~ 15,000 엔",예,,"도쿄 미드 타운 Hibiya 3F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (83m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (87m)",,"20 석
(주로 카운터 좌석. 테이블 시트 (2 인승/4 인승) 및 오픈 키친이있는 반 개인 객실 (최대 6 명))","예
(10 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,"https://www.hibiya.tokyo-midtown.com/jp/restaurants/31300/
http://toyojapan.jp/","점심, 결혼 기념일, 개인 실, 와인 음료, 저녁 식사, 쌀, 비 조화, 개인 실 점심, 개인 룸 엔터테인먼트, 기념일, 세련된, 럭셔리 크리스마스, 크리스마스 2024, 성인 연말 파티, 성인의 새해 파티
다른 사용 장면을 참조하십시오",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,https://www.facebook.com/restaurant.toyo.japan/,,
