restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,ic_card_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,pet_friendly,power_supply_available,wifi_available,phone_number,video,instagram,foreign_language_support,qr_code_payment,facebook,remarks,additional_equipment,twitter,beer_maker,온라인 예약
センチュリーコート丸の内 メンバーズルーム,Century Court Marunouchi 회원 실,https://retty.me/area/PRE13/ARE15/SUB1504/100000452747/,03-3213-1711,술집,"[월요일부터 목요일, 휴일 전, 휴일 전]
 11:30-23:30
[금]
 11:30-26:00",매주 일요일마다,"점심:-
저녁 식사 : ~ 20,000 엔",,,"marunouchi my plaza meiji seimeikan b1f, 2-1-1 Marunouchi, Chiyoda-ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 1 분 거리 (79m)
JR Yamanote Line / 도쿄 역에서 도보 2 분 (140m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (150m)",,,예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",,,https://www.century-court.com/,,,,,,"점심, 저녁 식사, 저녁 식사, 금연, 늦은 밤에 문을 엽니 다",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36878726.jpg,,,,,,,,,
霧笛屋 新大手町ビル店,Kirifueya Shin-Otemachi Building Store,https://retty.me/area/PRE13/ARE15/SUB1504/100001343357/,03-3274-7731,이자카야,"[월요일부터 금요일까지, 휴일 전]
 11:30-14:00
[월요일부터 금요일까지]
 17:00-22:30
[축하 전]
 17:00-23:00",매주 토요일마다 일요일 휴가,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",Amex,,"신-오타 마치 빌딩 2-2-1 오타 마치, Chiyoda-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 1 분 (69m)
JR Yamanote Line / 도쿄 역에서 도보 3 분 (190m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보 6 분 (440m)",,142 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"점심, 개인 실, 저녁 식사, 쌀, 맛있는/저렴한 레스토랑, 금연, 개인 실 점심, 급여 지불 지불 가능",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36822319.jpg,,,PayPay,,,,,,
GOOD MEAT STOCK～肉屋バル～,좋은 고기 스톡 ~ 부치 바 ~,https://retty.me/area/PRE13/ARE15/SUB1504/100001344657/,03-3214-0888,이자카야 스테이크,"[하루 종일]
 11:00-21:00 L.O. 20:00
영업 시간은 하루에 따라 다를 수 있습니다","5 월 3 일, 5 월 4 일, 5 월 5 일, 5 월 5 일,
가게가 닫히면 상점에 확인하십시오.
・ 시설과 동일합니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","마스터 카드
Amex
JCB",Suica,"오타 마시 타워 B2, 1-5-5 오타 마치, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 2 분 (120m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (290m)",없음,"30 석
(라운드 테이블/스탠드 스탠딩 음료)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 30 명
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 20 명
예약 할 수있는 제한된 수의 사람들 (스탠드 스탠딩 식사) 50 명",,"2,999 엔, 4,000 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 5,000 엔 이상, 2 시간의 싱글 링크","우리는 고기 요리, 수입 재료 및 재료를 생산하는 데 특히 그렇습니다.","맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"점심으로 점심으로 마시는 연회와 음료 파티 싱글 OK farewell 파티 환영 파티 연말 파티 새해 파티 어린이와 함께 즐거운 저녁 식사를 할 수 있습니다.
다른 사용 장면을 참조하십시오","개방성이 있습니다
천장이 높습니다
활발한 상점
상업용 시설에 위치합니다",,,예,불가능합니다,불가능합니다,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001344657/archive/696160-5c5795f5834e9.jpg,,,,,,,,,
楽々,쉬운,https://retty.me/area/PRE13/ARE15/SUB1504/100000752852/,03-3211-3515,이자카야,"[월요일부터 금요일까지]
 17:00-23:30
[토양]
 16:30-23:30",매주 일요일,"점심:-
저녁 식사 : ~ 5,000 엔",,,"3-6-9 마루치치, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (49m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (65m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome 역에서 도보로 2 분 (140m)",,,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"저녁 식사, 흡연은 급여 지불 지불이 허용되었습니다",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30062706.jpg,,,PayPay,https://www.facebook.com/rakuraku369/,,,,,
山陰海鮮炉端かば 丸の内店,Sanin Seafood Robata Kaba Marunouchi 지점,https://retty.me/area/PRE13/ARE15/SUB1504/100000066379/,03-522-6000,Izakaya Robatayaki 해산물 및 해산물 요리 쌀 그릇 Sashimi Soba (Soba),"[하루 종일]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17:00-21:00 L.O. 20:00",매주 토요일마다 일요일 휴가,"점심 : ~ 1,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
식당
JCB",,"Marunouchi Eiraku Building B1F, 1-4-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 라인 / 오타 마치 (도쿄) 역에서 도보 1 분 (59m)
JR Yamanote Line / 도쿄 역에서 도보 2 분 (140m)",예,"111 석
(타타미 좌석과 침몰 한 코타 츠 좌석)",예,"불가능합니다
(available 흡연 공간은 상점 안팎에서 이용할 수 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,불가능합니다,https://robata-kaba.jp/,,,,,사용 가능한 예약,"싱글 싱글 링크 연말 파티를위한 개인 객실 연말 파티를위한 개인 실
다른 사용 장면을 참조하십시오",,,,,,,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000066379/archive/131653-5de4c63a8c404.jpg,,,,,,,,,
霧笛屋 八重洲口 東京グランアージュ店,Kirifueya yaesu 출구 도쿄 그랜드 매장,https://retty.me/area/PRE13/ARE15/SUB1504/100001430534/,03-6206-3019,이자카야,"[월요일부터 금요일까지]
 11:00-15:00 L.O. 14:30
 17:00-23:00 L.O. 22:30
[토양]
 16:00-22:00 L.O. 21:30",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",예,,"태평양 세기 Place Marunouchi B1F, 1-11-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보로 1 분 (62m)
도쿄 메트로 유라쿠코 라인 / Ginza 1-Chome Station에서 도보 4 분 (300m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 4 분 거리 (320m)",,142 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.danke-bros.co.jp/search/area.html#area8,,,,,,"점심, 저녁 식사, 저녁 식사, 맛있고 저렴한 레스토랑, 금연",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/23171938.jpg,,,,,,,,,
美門や 東京大手町店,Mimonya Tokyo Otemachi 매장,https://retty.me/area/PRE13/ARE15/SUB1504/100001501920/,03-6262-7022,Izakaya 창조적 인 요리 해산물 및 해산물 요리 일본 요리,"[하루 종일]
 16:00-1:00
*24 시간 (오전 1 시까 지 개방)",하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",,,"Zenibemachi Bridge Viaduct, 2-5-9 Otemachi, Chiyoda-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 2 분 (110m)
JR Yamanote Line / 도쿄 역에서 도보로 3 분 (240m)
도쿄 메트로 진 자 라인 / 미츠코시마 역에서 도보로 4 분 거리 (310m)",,"160 석
(많은 개인 객실 이용 가능)",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,,,,,,개인 룸 저녁 식사 라이스 비 흡연,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32051661.jpg,,,,,,,,,
なだ万 シャングリ・ラ ホテル 東京,나다 만 샹그릴라 호텔 도쿄,https://retty.me/area/PRE13/ARE15/SUB1504/100000016846/,03-6739-7899,Kaiseki Cuisine Teppanyaki Sashimi Sushi Lounge,"[하루 종일]
점심 11:30-14:30 L.O. 14:00
[월요일부터 금요일과 토요일]
저녁 식사 17:30-22:00 L.O. 21:30
[일요일과 휴일]
저녁 식사 17 : 30-22 : 00 L.O. 21:00",하루 종일 개점,"점심 : ~ 10,000 엔
저녁 식사 : ~ 30,000 엔",예,,"Shangri-La Hotel Tokyo 29F, 1-8-3 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (100m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역 (160m)에서 도보 2 분
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 4 분 거리 (280m)",,116 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명",,https://store.nadaman.co.jp/pages/restaurant_shangrila,,,,,,"점심, 개인 객실, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 아름다운 나이트 뷰 레스토랑, 크리스마스 저녁 식사, 와인, 세련된, 저녁 식사, 쌀, 비 연소, 개인 객실, 점심, 세련된, 개인 객실을 즐기십시오.
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25846735.jpg,,,,,,,,,
リラ,라일라,https://retty.me/area/PRE13/ARE15/SUB1504/100000037508/,03-3287-2928,라운지 식당 바 호텔 뷔페,"[월요일부터 금요일까지, 휴일 전]
 11:30-14:00
 17:00-23:00","매주 토요일마다 일요일 휴가
새해 휴일 (확인하십시오)
자세한 내용은 공식 웹 사이트를 확인하십시오.","점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔",예,,"1-4-1 오타 마시, Chiyoda-Ku, 도쿄, KKR 호텔 도쿄 12f
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 토 자이 라인 / 테이크 바시 스테이션에서 도보로 1 분 (59m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 6 분 거리 (420m)
도쿄 메트로 한조몬 라인 / 짐 보초 역에서 도보로 6 분 (430m)",,88 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,https://www.kkr-hotel-tokyo.gr.jp/,,,,,,"점심 모든 당신이 먹는 것만 큼 냉담한 연회/음료 파티 개인 객실 약혼 저녁 식사 싱글 손님 엔터테인먼트 작별 파티 환영 파티 크리스마스 저녁 파티 새해 파티 마시는 와인 세련된 저녁 식사 비 스며
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000037508/archive/2081260-5facf38c3d3e1.png,,,,,,,,,
レストラン プルニエ,식당 Purnier,https://retty.me/area/PRE13/ARE15/SUB1504/100001441627/,050-3134-4890,프랑스 요리,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
점심 11:30-14:30
저녁 식사 17:30-22:00
자세한 내용은 공식 웹 사이트를 확인하십시오.","매주 월요일
・ 시설과 동일합니다
*월요일이 공휴일이라면 영업일이되며 다음 날에 문을 닫습니다.","점심 : ~ 60,000 엔
저녁 식사 : ~ 60,000 엔","비자
마스터 카드
식당
JCB",,"도쿄 카이 칸 마루치 메인 홀 (New Main Hall) 2F, 3-2-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (52m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (75m)
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 2 분 거리 (110m)",예,48 석,,"불가능합니다
흡연실 사용 가능
(건물에 흡연 부스가 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,https://www.kaikan.co.jp/,,,,,사용 가능한 예약,"점심, 결혼 기념일, 개인 실, 싱글 게스트, 엔터테인먼트, 크리스마스 저녁 식사, 어린이와의 와인 마시기, 저녁 식사, 저녁 식사, 비 흡연, 개인 점심, 세련된 점심, 세련된 개인 실, 개인 실,
다른 사용 장면을 참조하십시오",,,,예,,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36953294.jpg,,,,,,,,,
シャングリ・ラホテル東京 HORIZON CLUB,샹그릴라 호텔 도쿄 호라이즌 클럽,https://retty.me/area/PRE13/ARE15/SUB1504/100000927116/,03-6739-7888,호텔 뷔페 아침 식사 뷔페 주문 뷔페 프렌치 토스트,,하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 5,000 엔",,,"Marunouchi Trust Tower Main Building, 1-8-3 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (92m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역 (150m)에서 도보 2 분
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 4 분 거리 (270m)",,,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.shangri-la.com/jp/tokyo/shangrila/rooms-suites/horizon-club/about-the-horizon-club/,,,,,,"개인 객실, 싱글 룸, 아름다운 나이트 뷰 레스토랑, 크리스마스 저녁 식사, 세련된, 비 조화, 세련된 개인 실, 개인 실, 엔터테인먼트
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2539402.jpg,,,,,,,,,
ベルジアン ブラッスリー コート ゲント,벨기에 브라 세리 코트 겐트,https://retty.me/area/PRE13/ARE15/SUB1504/100000838449/,03-6273-4662,맥주 바,"[월요일부터 금요일까지]
점심 11:00-15:00
저녁 식사 17:00-22:00
[토양]
점심 11:00-22:00
카페 *17 : 00-22 : 00, 바 *22 : 00-24 : 00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",,,"Ootemori B2F, 1-5-5 Otemachi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보 2 분 (110m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (280m)",,25 석,예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 크리스마스 저녁 식사, 저녁 식사, 쌀, 금연, 세련된 점심, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36553447.jpg,,,PayPay,,,,,,
胡同家常菜 丸ビル店,Hudongya Tona Maru Building Store,https://retty.me/area/PRE13/ARE15/SUB1504/100000929388/,03-3240-1023,중국 요리 딤섬 / 딤섬 딜리케이트 댄단 국수,"[월요일부터 금요일과 토요일]
 11:00-21:00
[일요일과 휴일]
 11:00-20:00","불규칙한 휴일
시설이 폐쇄되었습니다","점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",예,,"Marunouchi Building B1F, 2-4-1 Marunouchi, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 1 분 (54m)
도쿄 메트로 치 요다 라인 / Nijubashimae Station에서 도보로 3 분 거리 (170m)
도쿄 메트로 마루치 노선 / 오타 마치 (도쿄) 역에서 도보로 3 분 거리 (210m)",없음,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://kiwa-group.co.jp/shop/,,,,,,"점심, 저녁 식사, 저녁 식사, 금연",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/20707331.jpg,,,,,,,,,
珉珉 八重州店,Yaeshu 상점,https://retty.me/area/PRE13/ARE15/SUB1504/100000035244/,03-3215-3030,중국 요리 Gyoza 볶음밥 이자카야라면 테이크 아웃,"[월요일부터 금요일까지]
 11:00-22:30 L.O. 22:00
[태양, 토요일, 휴일]
 11:30-22:00 L.O. 21:00
영업 시간은 새해 공휴일 동안 다릅니다. 자세한 내용은 상점에 문의하십시오.","하루 종일 개점
새해 첫날과 건물","점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Grant Tokyo South Tower B1F, 1-9-2 Marunouchi, Chiyoda-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (160m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (350m)
도쿄 메트로 유라쿠코 라인 / 6 분 Ginza 1-Chome Station (430m)","없음
근처 (할인 없음) 사용 가능",64 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,https://www.minminhonten.com,"3,000 엔에서 3,999 엔으로 제공됩니다","3,000 엔 -3,999 엔, 2 시간 동안 싱글 링크를 포함하는 모든 과정이 있습니다.",야채 요리 전문,"맥주, 사케, 쇼치, 와인, 칵테일, 샤 옥싱 와인",사용 가능한 예약,"점심으로 점심으로 먹는 것만 큼 끔찍한 일 All-you-can-drink all-you-can-aeat 연말 파티 새해 파티 마시는 와인 마시는 와인 마시는 주차장이 있습니다.
다른 사용 장면을 참조하십시오",활발한 상점,테이크 아웃 가능성,,예,,,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000035244/archive/1850561-5f5af4e8b8ce5.jpg,,,,,,,,,
