restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,facebook,lecture,available_drinks,cooking_specialties,drinking_specialties,usage_scenes,waiting,service,wifi_available,phone_number,video,ic_card_payment,private,remarks,reservation,child_friendly,power_supply_available,instagram,twitter,foreign_language_support,dress_code,pet_friendly,additional_equipment,인근 시설
回転寿司みさき 目黒,미사키 메 구로 컨베이어 벨트 스시,https://retty.me/area/PRE13/ARE13/SUB704/100000039486/,03-3442-3266,컨베이어 벨트 스시,"[하루 종일]
 11:30-22:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",Amex,PayPay,"2-15-22 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 1 분 도보 (47m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 14 분 도보 (1.1km)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.kyotaru.co.jp/shopsearch/shop/2938.html,,,,,,"점심, 솔로, 세련된, 저녁 식사, 금연, 세련된, 점심, 급여 지불 지불 가능",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24911460.jpg,,,,,,,,,,,,,
Whisky&cocktail bar Spirit,위스키 & 칵테일 바 스피릿,https://retty.me/area/PRE13/ARE13/SUB704/100001424023/,03-3495-7757,술집,"[하루 종일]
 18:00-3:00 L.O. 2:30",하루 종일 개점,"점심:-
저녁 식사 : ~ 3,000 엔",Amex,,"B1F, 1-5-17 메 구로, 메 구로 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (310m)
Tokyu Meguro Line / Fudomae Station에서 도보 13 분 (990m)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",,"9 석
(테이블 시트 사용 가능)",예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.facebook.com/whiskycocktail-bar-spirit-235639437019670/,,,,,"저녁 식사, 흡연 허용, 늦은 밤에 문을 엽니 다",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25006749.jpg,,,,,,,,,,,,,
中華食堂 一番館 目黒店,중국 식당 Ichibankan Meguro Branch,https://retty.me/area/PRE13/ARE13/SUB704/100000010257/,03-5740-8690,중국 음식라면 이자카야,"[월요일부터 금요일까지]
 11:00-24:00 L.O. 23:30
[태양/토요일]
 11:00-22:00 L.O. 21:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,PayPay,"Asahi Meguro West Exit Mansion 1f, 2-24-11 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 3 분 (190m)
도쿄 메 구로 라인 / 푸 도마 스테이션 14 분 도보 (1.1km)
도쿄 메트로 Namboku 라인 / 시로 카네이이 역 15 분 (1.2km)",,39 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://kvc-ichibankan.co.jp/,,,,,,"점심, 저녁, 저녁 식사, 금연, 급여 지불 지불 가능",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35918586.jpg,,,,,,,,,,,,,
ウィーアーザファーム 目黒,날씨 농장 메구로,https://retty.me/area/PRE13/ARE13/SUB704/100001474525/,03-5747-9607,이자카야 테이크 아웃,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 17:00-23:30 L.O. 22:30
팔리 자마자 끝납니다
마감 시간은 하루에 따라 다를 수 있습니다","매주 월요일
(현장 작업으로 인해 일시적으로 문을 닫을 수 있습니다)","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
식당
JCB",PayPay,"Keioken Daini Building 2 B1F, 1-5-16 Meguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (290m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",예,55 석,예,"불가능합니다
(흡연은 테라스 좌석에서만 가능합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상",https://allfarm.co.jp/restaurant/watf/,,,,야채 요리 전문,,"점심 모든 당신이 먹는 것만 큼 냉담한 연회/음료 파티 개인 객실 약혼 저녁 식사 싱글 손님 엔터테인먼트 작별 파티 환영 파티 크리스마스 저녁 파티 새해 파티 마시는 와인 세련된 저녁 식사 비 스며
다른 사용 장면을 참조하십시오",,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001474525/archive/2452274-61189a04c3646.jpg,,,,사용 가능한 예약,,,https://www.instagram.com/wearethefarm.meguro/,,,,,,
ウィーアーザファーム 目黒,날씨 농장 메구로,https://retty.me/area/PRE13/ARE13/SUB704/100001474525/,03-5747-9607,이자카야 테이크 아웃,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 17:00-23:30 L.O. 22:30
팔리 자마자 끝납니다
마감 시간은 하루에 따라 다를 수 있습니다","매주 월요일
(현장 작업으로 인해 일시적으로 문을 닫을 수 있습니다)","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
식당
JCB",PayPay,"Keioken Daini Building 2 B1F, 1-5-16 Meguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (290m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",예,55 석,예,"불가능합니다
(흡연은 테라스 좌석에서만 가능합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상",https://allfarm.co.jp/restaurant/watf/,,,,야채 요리 전문,,"점심 모든 당신이 먹는 것만 큼 냉담한 연회/음료 파티 개인 객실 약혼 저녁 식사 싱글 손님 엔터테인먼트 작별 파티 환영 파티 크리스마스 저녁 파티 새해 파티 마시는 와인 세련된 저녁 식사 비 스며
다른 사용 장면을 참조하십시오",,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001474525/archive/2452274-61189a04c3646.jpg,,,,사용 가능한 예약,,,https://www.instagram.com/wearethefarm.meguro/,,,,,,
Whisky&cocktail bar Spirit,위스키 & 칵테일 바 스피릿,https://retty.me/area/PRE13/ARE13/SUB704/100001424023/,03-3495-7757,술집,"[하루 종일]
 18:00-3:00 L.O. 2:30",하루 종일 개점,"점심:-
저녁 식사 : ~ 3,000 엔",Amex,,"B1F, 1-5-17 메 구로, 메 구로 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (310m)
Tokyu Meguro Line / Fudomae Station에서 도보 13 분 (990m)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",,"9 석
(테이블 시트 사용 가능)",예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.facebook.com/whiskycocktail-bar-spirit-235639437019670/,,,,,"저녁 식사, 흡연 허용, 늦은 밤에 문을 엽니 다",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25006749.jpg,,,,,,,,,,,,,
光ちゃん,히카리,https://retty.me/area/PRE13/ARE13/SUB704/100000103650/,03-5496-9688,야키토리 치킨 요리 이자카야,"[하루 종일]
 17:00-23:00",매주 일요일과 공휴일,"점심:-
저녁 식사 : ~ 5,000 엔",불가능합니다,,"San Ferris Sta Meguro B1F, 2-27-1 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 1 분 도보 (64m)
Tokyu Meguro Line / Fudomae Station에서 도보로 12 분 (940m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 역 16 분 (1.2km)",,6 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,"저녁 식사, 금연",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/21647990.jpg,,,,,,,,,,,,,
ウィーアーザファーム 目黒,날씨 농장 메구로,https://retty.me/area/PRE13/ARE13/SUB704/100001474525/,03-5747-9607,이자카야 테이크 아웃,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 17:00-23:30 L.O. 22:30
팔리 자마자 끝납니다
마감 시간은 하루에 따라 다를 수 있습니다","매주 월요일
(현장 작업으로 인해 일시적으로 문을 닫을 수 있습니다)","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
식당
JCB",PayPay,"Keioken Daini Building 2 B1F, 1-5-16 Meguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (290m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",예,55 석,예,"불가능합니다
(흡연은 테라스 좌석에서만 가능합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상",https://allfarm.co.jp/restaurant/watf/,,,,야채 요리 전문,,"점심 모든 당신이 먹는 것만 큼 냉담한 연회/음료 파티 개인 객실 약혼 저녁 식사 싱글 손님 엔터테인먼트 작별 파티 환영 파티 크리스마스 저녁 파티 새해 파티 마시는 와인 세련된 저녁 식사 비 스며
다른 사용 장면을 참조하십시오",,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001474525/archive/2452274-61189a04c3646.jpg,,,,사용 가능한 예약,,,https://www.instagram.com/wearethefarm.meguro/,,,,,,
中華食堂 一番館 目黒店,중국 식당 Ichibankan Meguro Branch,https://retty.me/area/PRE13/ARE13/SUB704/100000010257/,03-5740-8690,중국 음식라면 이자카야,"[월요일부터 금요일까지]
 11:00-24:00 L.O. 23:30
[태양/토요일]
 11:00-22:00 L.O. 21:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,PayPay,"Asahi Meguro West Exit Mansion 1f, 2-24-11 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 3 분 (190m)
도쿄 메 구로 라인 / 푸 도마 스테이션 14 분 도보 (1.1km)
도쿄 메트로 Namboku 라인 / 시로 카네이이 역 15 분 (1.2km)",,39 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://kvc-ichibankan.co.jp/,,,,,,"점심, 저녁, 저녁 식사, 금연, 급여 지불 지불 가능",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35918586.jpg,,,,,,,,,,,,,
ランド,땅,https://retty.me/area/PRE13/ARE13/SUB704/100001208751/,080-3732-9295,카레 카페 테이크 아웃,"[Thu/Gold]
 12:00-15:30 L.O. 15:00
[태양/토요일]
 12:00-16:00 L.O. 15:30","매주 화요일마다 매주 수요일마다
∎ 매진 될 때 끝납니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,,"2f St. Hills Meguro, 2-21-28 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보로 9 분 (680m)
Tokyu Meguro Line / Fudomae Station에서 도보로 12 분 (920m)
JR Yamanote Line / Ebisu Station 19 분 도보 (1.5km)",,15 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://landtheman.com/,,,,,,"점심, 솔로, 세련된, 금연, 세련된 점심",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33503528.jpg,,,,,,,,,,,,,
目黒菜館,메 구로나 박물관,https://retty.me/area/PRE13/ARE13/SUB704/100000004624/,03-3779-4655,"중국 음식, 뜨거운 냄비, 야키소바","[월요일부터 금요일까지, 휴일 전, 휴일 전]
 11:00-29:00
[태양/토요일]
 11:00-23:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",불가능합니다,PayPay,"Honda Building 102, 1-5-16 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보로 6 분 (410m)
Tokyu Meguro Line / Fudomae Station에서 도보로 12 분 (940m)
JR Yamanote Line / Ebisu Station 18 분 도보 (1.4km)",,20 석,"예
(6 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,"점심, 솔로, 크리스마스 저녁 식사, 세련된, 첫 번째 기차, 저녁 식사, 쌀, 비 흡연, 세련된, 늦은 밤, 급여 지불 지불이 가능할 때까지 문을 엽니 다
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32019682.jpg,,,,,,,,,,,,,
カレーハウス CoCo壱番屋 目黒駅西口店,카레 하우스 코코 이치 비냐 메 구로 스테이션 서쪽 출구 지점,https://retty.me/area/PRE13/ARE13/SUB704/100000046223/,03-5496-0481,카레 테이크 아웃 배송/배달 햄버거,"[하루 종일]
 11:00-24:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,PayPay,"1-4-9 메 구로, 메 구로 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보로 3 분 (180m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (950m)
도쿄 메트로 Namboku 라인 / 시로 카네이이 스테이션 17 분 도보 (1.3km)",,"12 석
(카운터 만)","예
(12 석, 카운터 만)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://tenpo.ichibanya.co.jp/map/1863/,,,,,,"점심, 연회 및 음주 파티, 싱글, 싱글, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 저녁 식사, 저녁 식사, 금연, 세련된 점심, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34358503.jpg,,,,,,,,,,,,,
目黒FLAT,메 구로 아파트,https://retty.me/area/PRE13/ARE13/SUB704/100001219760/,03-6721-6644,스페인 와인 바 스페인 바,"[하루 종일]
점심 12:00-15:00
[월요일부터 금요일, 토요일, 휴일]
저녁 15 : 00-24 : 00
[낮]
저녁 식사 15:00-23:30",매월 두 번째 월요일,"점심 : ~ 4,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
식당
JCB",PayPay,"1F, 2-15-5 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (110m)
도쿄 메트로 Namboku 라인 / 시로 카네이 스테이션에서 도보 13 분 (990m)
도쿄 메 구로 라인 / 푸 도마 스테이션 14 분 도보 (1.1km)",,30 석,"예
(4 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.facebook.com/meguroflat,,,,,"점심, 여자 밤, 솔로 손님, 크리스마스 저녁 식사, 와인, 와인, 세련된, 저녁 식사, 비 흡연, 점심, 여자의 밤, 세련된 점심, 지불금 지불 가능, 세련된, 메리 쿠리 크리스마스 2024
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2599032.jpg,,,,,,,,,,,,,
回転寿司みさき 目黒,미사키 메 구로 컨베이어 벨트 스시,https://retty.me/area/PRE13/ARE13/SUB704/100000039486/,03-3442-3266,컨베이어 벨트 스시,"[하루 종일]
 11:30-22:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",Amex,PayPay,"2-15-22 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 1 분 도보 (47m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 14 분 도보 (1.1km)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.kyotaru.co.jp/shopsearch/shop/2938.html,,,,,,"점심, 솔로, 세련된, 저녁 식사, 금연, 세련된, 점심, 급여 지불 지불 가능",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24911460.jpg,,,,,,,,,,,,,
Kaffa,카파,https://retty.me/area/PRE13/ARE13/SUB704/100000105496/,03-3446-7754,카페 바,,,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",,,"2-15-6 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (110m)
도쿄 메트로 Namboku 라인 / 시로 카네이 스테이션에서 도보 13 분 (990m)
도쿄 메 구로 라인 / 푸 도마 스테이션 14 분 도보 (1.1km)",,20 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,흡연 허용,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/19643513.jpg,,,,,,,,,,,,,
ウィーアーザファーム 目黒,날씨 농장 메구로,https://retty.me/area/PRE13/ARE13/SUB704/100001474525/,03-5747-9607,이자카야 테이크 아웃,"[Sun, 화요일, 금요일, 토요일, 공휴일 및 휴일 전]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 17:00-23:30 L.O. 22:30
팔리 자마자 끝납니다
마감 시간은 하루에 따라 다를 수 있습니다","매주 월요일
(현장 작업으로 인해 일시적으로 문을 닫을 수 있습니다)","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
식당
JCB",PayPay,"Keioken Daini Building 2 B1F, 1-5-16 Meguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (290m)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",예,55 석,예,"불가능합니다
(흡연은 테라스 좌석에서만 가능합니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상",https://allfarm.co.jp/restaurant/watf/,,,,야채 요리 전문,,"점심 모든 당신이 먹는 것만 큼 냉담한 연회/음료 파티 개인 객실 약혼 저녁 식사 싱글 손님 엔터테인먼트 작별 파티 환영 파티 크리스마스 저녁 파티 새해 파티 마시는 와인 세련된 저녁 식사 비 스며
다른 사용 장면을 참조하십시오",,,예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001474525/archive/2452274-61189a04c3646.jpg,,,,사용 가능한 예약,,,https://www.instagram.com/wearethefarm.meguro/,,,,,,
