restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,instagram,lecture,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,wifi_available,phone_number,video,available_drinks,service,dress_code,child_friendly,pet_friendly,power_supply_available,foreign_language_support,additional_equipment,qr_code_payment,facebook,twitter,remarks,ic_card_payment,쇼핑 직무 정보,beer_maker,온라인 예약
カレーの店 ガン爺,카레 레스토랑 간지,https://retty.me/area/PRE13/ARE2/SUB1601/100001436399/,03-6320-2460,카레 인디언 카레,"[월요일부터 금요일까지]
점심 11:00-13:00
점심
약 11 : 00-13 : 00
매진되었을 때 끝났습니다
저녁 식사는 예약으로 열려 있습니다","매주 토요일마다 일요일 휴가
오프닝 시간 세부 정보
점심 : 11:00- 다 떨어지면 끝납니다
밤 : 18 : 00-21 : 00","점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"Mark Rail Toranomon의 2F, 2-13-1 Nishishinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 토라노몬 역에서 도보로 5 분 거리 (330m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (360m)
도쿄 메트로 히비야 라인 / 토라노몬 힐즈 역에서 도보 6 분 (410m)",,"20 석
(12 개의 카운터 좌석, 8 개의 테이블 좌석)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 세련된, 비 흡연, 세련된, 매우 매운",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36796477.jpg,,,,,,,,,,,https://x.com/taj_exp,,,,,
特選日本酒100種類飲み放題 和食完全個室居酒屋 魚升 新橋SL広場前店,"100 가지 유형의 스페셜 술, 일본 요리, 개인 실 Izakaya Uomasu Shinbashi SL Plazamae Branch에 대한 전 만점",https://retty.me/area/PRE13/ARE2/SUB1601/100001613490/,03-6457-9786,Izakaya Sake Bar Seafood 및 Seafood,"[Sun, 월요일부터 목요일, 토요일 및 휴일]
 16:00-24:00
[금]
 16:00-2:00
온라인 예약은 업무 시간 외에도 가능합니다.",하루 종일 개점,"점심:-
저녁 식사 : ~ 6,000 엔",,"2F, 신바시 켄바이 빌딩, 2-9-4, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (130m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (220m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (290m)",,120 석,없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"개인 객실은 술을 즐기고 저녁 식사 흡연 허용 세련된 개인 실 개인 실
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35336283.jpg,,,,,,,,,PayPay,,,,,,,
新橋 たぬき2号店,신바시 타 누키 2 번 상점,https://retty.me/area/PRE13/ARE2/SUB1601/100000090144/,03-3432-7722,이자카야 일본 음식,,매주 일요일마다,"점심:-
저녁 식사 : ~ 1,000 엔",Amex,"Satopen Building 1f, 3-8-5 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (270m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (320m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 거리 (380m)",,50 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"개인 실, 맛있고 저렴한 상점, 흡연 허용",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3240366.jpg,,,,,,,,,,,,,,,,
秀苑天,Shuen Ten,https://retty.me/area/PRE13/ARE2/SUB1601/100000728683/,03-3436-2941,"야키 니쿠, 쌀 그릇, 이자카야, 카레, 고기 바, 햄버거","[태양, 월요일부터 금요일, 토요일]
 11:00-14:00
[Sun, 월요일부터 목요일, 토요일]
 17:00-24:00
[금]
 17:00-3:00","불규칙한 휴일
・ 새해 공휴일 (확인하십시오)","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,"5f, s'tec3, 3-14-5, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (210m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (320m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (350m)",,48 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상",,,,,,,,"점심, 개인 객실, 싱글 손님, 크리스마스 저녁 식사, 세련된, 저녁 식사, 쌀, 고기, 비 흡연, 개인 실, 점심, 세련된 점심, 세련된 개인 실, 개인 객실, 엔터테인먼트, 늦은 밤, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/28797824.jpg,,,,,,,,,PayPay,https://www.facebook.com/%E7%A7%80%E8%8B%91-%E5%A4%A9-223854311070905/,,,,,,
カレーの店 ガン爺,카레 레스토랑 간지,https://retty.me/area/PRE13/ARE2/SUB1601/100001436399/,03-6320-2460,카레 인디언 카레,"[월요일부터 금요일까지]
점심 11:00-13:00
점심
약 11 : 00-13 : 00
매진되었을 때 끝났습니다
저녁 식사는 예약으로 열려 있습니다","매주 토요일마다 일요일 휴가
오프닝 시간 세부 정보
점심 : 11:00- 다 떨어지면 끝납니다
밤 : 18 : 00-21 : 00","점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"Mark Rail Toranomon의 2F, 2-13-1 Nishishinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 토라노몬 역에서 도보로 5 분 거리 (330m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (360m)
도쿄 메트로 히비야 라인 / 토라노몬 힐즈 역에서 도보 6 분 (410m)",,"20 석
(12 개의 카운터 좌석, 8 개의 테이블 좌석)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 세련된, 비 흡연, 세련된, 매우 매운",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36796477.jpg,,,,,,,,,,,https://x.com/taj_exp,,,,,
黒豚しゃぶしゃぶ 博多水炊き餃子 官兵衛,검은 돼지 고기 Shabu-Shabu Hakata Mizutaki Gyoza Kanbei,https://retty.me/area/PRE13/ARE2/SUB1601/100000256998/,03-5511-2660,Izakaya Yakitori 해산물 및 해산물 요리 Shabu-Shabu Gyoza Mizutaki 일본 음식,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
[토양]
저녁 식사 16:00-23:00 L.O. 22:30
일요일에 문을 닫았습니다
*우리는 9 월 20 일 일요일과 9 월 21 일 월요일에만 저녁 식사를 할 것입니다. 우리는 9 월 22 일 화요일에 문을 닫습니다.",매주 일요일,"저녁 식사 : ~ 5,000 엔","비자
마스터 카드
식당
JCB","1-14-6 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (60m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (240m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (300m)",없음,"90 석
(코타츠 좌석, 타타미 좌석, 테라스 좌석)",없음,"예
(완전 흡연 허용)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상",,,,,"우리는 고기 요리, 생선 요리, 매장 내에서 준비된 것입니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",,"점심으로 점심만한 연회/음주 파티 개인 방 혼자 성인을위한 혼자서 작별 파티를 환영합니다. 파티 크리스마스 저녁 식사 연말 파티 새해 파티 마시는 와인 영어를 사용하는 저녁 식사 흡연 허용 개인 객실 점심
다른 사용 장면을 참조하십시오","차분한 분위기
단독 주택 레스토랑
숨는 곳
골목을 향합니다",예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000256998/archive/162124-58c27245ecd31.png,"5,000 엔 이상을 이용할 수 있으며 2 시간 동안 온 All-You-Can-Drink가 있습니다.",,,,,,영어,TV 및 모니터 사용 가능,,,,,,,,
新橋 お多幸,신바시 타코,https://retty.me/area/PRE13/ARE2/SUB1601/100000086772/,03-3503-6076,이자카야 오덴 사시미 일본 음식,"[월요일부터 금요일과 토요일]
 15:00-23:00","매주 일요일과 공휴일
요리 L.O. 22:15 음료 L.O. 22:15","점심 : ~ 4,000 엔
저녁 식사 : ~ 8,000 엔",Amex,"Kawabe Building B1F, 3-7-9 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (320m)
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 (350m)
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (460m)",,두 좌석,"예
(오덴은 바로 앞에 있으며 주문 후 즉시 먹을 수 있습니다.)","불가능합니다
(흡연 별도)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,,,,,,"싱글 OK Entertainment 크리스마스 저녁 식사 술 마시기 쉬운 세일리쉬 저녁 식사 저녁 식사 비 스모킹 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3570924.jpg,,,,,,,,,PayPay,,,,,,,
居酒屋 CHAOS,이자카야 혼돈,https://retty.me/area/PRE13/ARE2/SUB1601/100001263421/,사적인,이자카야 카포/작은 레스토랑,"[월요일부터 금요일까지, 휴일]
 18:00-23:00",매주 일요일마다,"점심:-
저녁 식사 : ~ 3,000 엔",,"3 층, Shinbashi K Building, 2-9-17, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (140m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (240m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 (280m)",,15 석,예,"불가능합니다
(흡연은 테라스에서 허용됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,https://www.instagram.com/chaos_shimbashi/,,,,,"혼자서, 성인의 은신처, 술 마시기, 마시는 와인, 세련된, 저녁 식사, 저녁, 저녁, 맛있고, 저렴한, 비 흡연, 생일, 애프터 파티, 음주, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33513824.jpg,,,,,,,,,PayPay,,,,,,,
酒肴 ちいち,작은 음료,https://retty.me/area/PRE13/ARE2/SUB1601/100001354052/,03-6450-1140,Izakaya Motsunabe Sashimi Yakitori,"[월요일부터 금요일까지]
 11:30-14:00
 17:00-24:00",매주 일요일마다,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",예,"2F, 2-9-7, 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (110m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (240m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (260m)",,35 석,,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,"점심, 개인 객실, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 저녁 식사, 쌀, 비 흡연, 개인 객실 점심",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/14615887.jpg,,,,,,,,,,,,,,,,
志布志 喜船,시부시 키포 펀,https://retty.me/area/PRE13/ARE2/SUB1601/100000087737/,03-3431-0582,해산물과 해산물 요리 Kaiseki 요리 사시미 이자카야 쌀 그릇,"[월요일부터 금요일과 토요일]
 11:30-14:00
 17:00-22:30",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 10,000 엔","Amex
식당
JCB","문화 센터 빌딩 B1F, 5-10-8 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 5 분 (400m)
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (480m)
Toei Mita Line / Onarimon Station에서 도보로 7 분 거리 (490m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 세련된, 저녁, 쌀, 비 조화, 세련된 점심
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28854021.jpg,,,,,,,,,,,,,,,,
とんかつ末吉 新橋店,Tonkatsu Sueyoshi Shinbashi 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100000004236/,03-5472-5558,Tonkatsu Katsudon,"[월요일부터 금요일까지, 휴일 전]
점심 11:00-14:00
저녁 식사 17:00-20:45
[토양]
점심 11:00-13:30
저녁 식사 17:00-19:30",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,"Iizumi Building, 3-14-4 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (200m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (300m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (340m)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 음료수, 세련된 저녁 식사, 금연, 세련된 점심
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35533218.jpg,,,,,,,,,,,,,,,,
スターバックスコーヒー 新橋駅前店,스타 벅스 커피 신바시에 키마 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100000091002/,03-3573-6815,카페 커피 전문점 테이크 아웃,"[월요일 ~ 목요일]
 6:30-22:00
[금]
 6:30-22:30
[토양]
 7:00-22:30
[일요일과 휴일]
 8:00-21:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔","비자
마스터 카드
식당
JCB","Kashikei Building, 2-19-3 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (20m)
Toei Oedo Line / Shiodome 역에서 도보 2 분 (120m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://store.starbucks.co.jp/detail-108/,,,,,,"점심, 솔로, 브런치, 아침 식사, 저녁 식사, 쌀, 금연, 세련된 점심, 이브닝 카페, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35079182.jpg,,,,,,,,,PayPay,,,,,,,
名代 富士そば 新橋駅前店,Meiyo Fuji Soba Shinbashi Ekimae 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100000450926/,명확하지 않습니다,소바 (Soba) Tonkotsu라면라면 야키토리 우동,,하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,"Hanabishi Building, 2-6-7 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 1 분 도보 (30m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (240m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (250m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://fujisoba.co.jp/,,,,,,"독신자 OK, 세련된 비 흡연",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/16292758.jpg,,,,,,,,,,,,,,,,
焼肉串ろっきー 新橋本店,Yakiniku Kushirokki Shinbashi 메인 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100000455438/,03-6435-6469,"Yakiniku, 테이크 아웃, 고기 바, 바, 쌀 그릇, 꼬치, Tonkotsu Ramen, Izakaya",,,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,"1f Ikeno Building 2, 4-11-5, Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (230m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (330m)",,10 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,https://www.instagram.com/rocky_shimbashi,,,,,"혼자서 술, 와인, 세련되고 맛있고 저렴한 레스토랑, 고기, 비영리, Senbero, Shochu, Paypay Payment availy를 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33423025.jpg,,,,,,,,,PayPay,https://www.facebook.com/yakiniku Izakaya-rokki-shinbashi branch-177281509035495/,,,,,,
四季煲坊,Shikihanbo,https://retty.me/area/PRE13/ARE2/SUB1601/100000016554/,03-3503-4560,중국 요리 Gyoza Rice Bowl Yakisoba Steak,"[하루 종일]
점심 11:30-15:00
저녁 식사 17:00-2:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,"Yonekuraya Building 1f, 2-9-16 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 3 분 거리 (190m)
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (190m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 (340m)",,50 석,"예
(5 석)","예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://stlatogale.wixsite.com/shikibouhou,,,,,,"점심, 솔로, 크리스마스 저녁, 세련된 저녁 식사, 저녁, 쌀, 고기, 흡연, 세련된 점심, 늦은 밤, 슈퍼 매운 매운
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34591776.jpg,,,,,,,,,,,https://x.com/shikiboho,,,,,
楽食喜酒 伊萬里,Rakushoku Imari,https://retty.me/area/PRE13/ARE2/SUB1601/100000703423/,03-6206-1935,Izakaya Oyakodon Sashimi Rice Bowl 해산물 및 해산물,"[월요일부터 금요일과 토요일]
 11:30-15:00 L.O. 14:00
 16:30-23:00 L.O. 22:00",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔",불가능합니다,"상파울루 빌딩 B1F, 3-5-1 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Uchisaicho 역에서 도보로 3 분 거리 (200m)
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (320m)
Toei Oedo Line / Shiodome 역에서 도보로 6 분 (450m)",,32 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 솔로, 엔터테인먼트, 크리스마스 저녁 식사, 세련된 저녁 식사, 저녁 식사, 쌀, 금연, 세련된 점심, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33074233.jpg,,,,,,,,,PayPay,,,,,,,
