restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,remarks,cooking_specialties,reservation,usage_scenes,wifi_available,video,ic_card_payment,facebook,lecture,available_drinks,drinking_specialties,waiting,service,dress_code,child_friendly,pet_friendly,power_supply_available,phone_number,instagram,foreign_language_support,additional_equipment,twitter,beer_maker,인근 시설
ふくの鳥芝大門店,후쿠노 토리 시바 다이몬 지점,https://retty.me/area/PRE13/ARE16/SUB1602/100000086417/,03-5403-7780,야키토리,"[월요일부터 금요일까지]
 11:30-14:30 L.O. 14:00
 17:00-23:30 L.O. 23:15",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,PayPay,"Okura Building B1F, 1-4-10 Shibadaimon, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 1 분 거리 (62m)
JR Yamanote Line / Hamamatsucho Station 5 분 도보 (340m)
Toei Mita Line / Onarimon Station에서 도보로 6 분 (450m)",,45 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.bears-co.jp/restaurant/fukunotori/,,,,"점심, 개인 실, 저녁 식사, 쌀, 비 연소, 개인 실, 점심, 개인 룸 엔터테인먼트, 급여 지불 지불 가능",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36141961.jpg,,https://www.facebook.com/teshirogotoya -fukunotori -shiba daimon branch-15907057495793/,,,,,,,,,,,,,,,,
プノンカフェ,프놈 카페,https://retty.me/area/PRE13/ARE16/SUB1602/100001626267/,03-3432-5529,카페,"[일요일, 월요일부터 금요일, 토요일, 휴일 전]
 11:00-22:00
[축하해요]
 11:00-0:00
폐쇄 된 날은 시설과 동일합니다",,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1-10-45 Kaigan, Minato-Ku, 도쿄 2F Atre Takeshiba Theatre Building
큰지도를보십시오","■ 스테이션에서 접근
유리 카메 메 (Yurikamome) / Takeshiba 역에서 도보 4 분 (290m)
JR Yamanote Line / Hamamatsucho Station 7 분 도보 (530m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 7 분 거리 (550m)","없음
근처 (할인 없음) 사용 가능",23 석,"예
(8 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 연회 및 음주 파티, 개인 객실, 단일 방, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 주차 가능, 어린이, 저녁 식사, 비 흡연, 개인 실, 점심, 개인 실, 무료 와이파이, 나이트 카페
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001626267/archive/278149-62da1950c3afd.jpg,"Suica, Pitapa, Icoca, Quicpay",,"4,000 엔에서 4,999 엔으로 구입할 수 있습니다",,맥주와 쇼치,,,,예,불가능합니다,,,,언어 지원 메뉴가 있습니다,,,,
沖縄個室居酒屋 パラダイス浜松町・大門,오키나와 파라다이스 Hamamatsucho/Omon의 개인 Izakaya,https://retty.me/area/PRE13/ARE16/SUB1602/100001333814/,03-5408-5878,이자카야 오키나와 요리 오덴,"[월요일부터 금요일, 토요일, 휴일 전]
저녁 식사 17:00-24:00 L.O. 23:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)","점심 : 비즈니스 시간
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Furuguchi Building 2 및 3 층, 2-8-14 Shibadaimon, Minato-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (220m)
Toei Mita Line / Shibakoen Station 5 분 도보 (330m)
JR Yamanote Line / Hamamatsucho Station 6 분 도보 (430m)",없음,60 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,https://zans.jp/,재배치시 오키나와 이자카야로 개조되었습니다,,사용 가능한 예약,"개인 용도, 개인 용도, 저녁 식사, 쌀, 흡연, 급여 지불 지불 가능",없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/21605078.jpg,Suica,https://www.facebook.com/parazans/,"2,999 엔 미만, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 2,999 엔 미만의 all-rink 코스, 3,000 엔 -3,999 엔, 4,000 엔 -4,999 엔, 2 시간 동안 All-You-Can-Drink의 전 All-You-Can-Drink 코스. 시간, 3 시간 이상 동안 마시는 시간","맥주, 칵테일, awamori",,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성
배송 가능",,,,예 (무료),,,,,https://x.com/parazansjp,,
プノンカフェ,프놈 카페,https://retty.me/area/PRE13/ARE16/SUB1602/100001626267/,03-3432-5529,카페,"[일요일, 월요일부터 금요일, 토요일, 휴일 전]
 11:00-22:00
[축하해요]
 11:00-0:00
폐쇄 된 날은 시설과 동일합니다",,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",,"1-10-45 Kaigan, Minato-Ku, 도쿄 2F Atre Takeshiba Theatre Building
큰지도를보십시오","■ 스테이션에서 접근
유리 카메 메 (Yurikamome) / Takeshiba 역에서 도보 4 분 (290m)
JR Yamanote Line / Hamamatsucho Station 7 분 도보 (530m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 7 분 거리 (550m)","없음
근처 (할인 없음) 사용 가능",23 석,"예
(8 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 연회 및 음주 파티, 개인 객실, 단일 방, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 주차 가능, 어린이, 저녁 식사, 비 흡연, 개인 실, 점심, 개인 실, 무료 와이파이, 나이트 카페
다른 사용 장면을 참조하십시오",예,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001626267/archive/278149-62da1950c3afd.jpg,"Suica, Pitapa, Icoca, Quicpay",,"4,000 엔에서 4,999 엔으로 구입할 수 있습니다",,맥주와 쇼치,,,,예,불가능합니다,,,,언어 지원 메뉴가 있습니다,,,,
十割蕎麦 さがたに 田町店,100% 소바 국수 Sagatani Tamachi 지점,https://retty.me/area/PRE13/ARE16/SUB1602/100001751717/,03-6665-8211,소바 (소바) 우동 이자카야 쌀 그릇,,하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",,,"도요타 빌딩 1f, 2-27-12 시바, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Asakusa Line / Mita (도쿄) 역에서 도보로 1 분 거리 (16m)
JR Yamanote Line / Tamachi (도쿄) 역에서 도보로 2 분 거리 (160m)
Toei Mita Line / Shibakoen Station에서 도보로 9 분 (690m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,금연,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/37013493.jpg,,,,,,,,,,,,,,,,,,
沖縄個室居酒屋 パラダイス浜松町・大門,오키나와 파라다이스 Hamamatsucho/Omon의 개인 Izakaya,https://retty.me/area/PRE13/ARE16/SUB1602/100001333814/,03-5408-5878,이자카야 오키나와 요리 오덴,"[월요일부터 금요일, 토요일, 휴일 전]
저녁 식사 17:00-24:00 L.O. 23:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)","점심 : 비즈니스 시간
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Furuguchi Building 2 및 3 층, 2-8-14 Shibadaimon, Minato-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (220m)
Toei Mita Line / Shibakoen Station 5 분 도보 (330m)
JR Yamanote Line / Hamamatsucho Station 6 분 도보 (430m)",없음,60 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,https://zans.jp/,재배치시 오키나와 이자카야로 개조되었습니다,,사용 가능한 예약,"개인 용도, 개인 용도, 저녁 식사, 쌀, 흡연, 급여 지불 지불 가능",없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/21605078.jpg,Suica,https://www.facebook.com/parazans/,"2,999 엔 미만, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 2,999 엔 미만의 all-rink 코스, 3,000 엔 -3,999 엔, 4,000 엔 -4,999 엔, 2 시간 동안 All-You-Can-Drink의 전 All-You-Can-Drink 코스. 시간, 3 시간 이상 동안 마시는 시간","맥주, 칵테일, awamori",,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성
배송 가능",,,,예 (무료),,,,,https://x.com/parazansjp,,
キッチン ハレヤ,주방 하리야,https://retty.me/area/PRE13/ARE16/SUB1602/100000015236/,03-6459-0129,오믈렛 라이스 카레 세트 식사 이자카야 햄버거,"[월요일부터 금요일과 토요일]
 11:00-15:00",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁:-",불가능합니다,,"1-19-9 Hamamatsucho, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 2 분 거리 (150m)
JR Yamanote Line / Hamamatsucho Station 3 분 도보 (220m)
Toei Mita Line / Onarimon Station에서 도보로 8 분 (590m)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 솔로, 세련된, 비 흡연, 세련된, 성인, 연말 파티, 성인 새해 파티
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34862306.jpg,,,,,,,,,,,,,,,,,,
ふくの鳥芝大門店,후쿠노 토리 시바 다이몬 지점,https://retty.me/area/PRE13/ARE16/SUB1602/100000086417/,03-5403-7780,야키토리,"[월요일부터 금요일까지]
 11:30-14:30 L.O. 14:00
 17:00-23:30 L.O. 23:15",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,PayPay,"Okura Building B1F, 1-4-10 Shibadaimon, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 1 분 거리 (62m)
JR Yamanote Line / Hamamatsucho Station 5 분 도보 (340m)
Toei Mita Line / Onarimon Station에서 도보로 6 분 (450m)",,45 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.bears-co.jp/restaurant/fukunotori/,,,,"점심, 개인 실, 저녁 식사, 쌀, 비 연소, 개인 실, 점심, 개인 룸 엔터테인먼트, 급여 지불 지불 가능",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36141961.jpg,,https://www.facebook.com/teshirogotoya -fukunotori -shiba daimon branch-15907057495793/,,,,,,,,,,,,,,,,
十割蕎麦 嵯峨谷 浜松町店,Tenbarb Soba Sagatani Hamamatsucho 지점,https://retty.me/area/PRE13/ARE16/SUB1602/100001495633/,03-3436-1580,소바 (소바) 카레 이자카야 쌀 그릇,"[월요일부터 금요일까지]
 7:00-21:30
[축하해요]
 11:00-17:00","1 월 1 일, 1 월 2 일, 1 월 3 일, 12 월 31 일, 매주 토요일, 매주 일요일
Golden Week 및 Obon의 불규칙한 휴일","점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"Minoya Building 1f, 2-6-7 Hamamatsucho, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Hamamatsucho Station에서 도보 2 분 (92m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (230m)
Yurikamome / Takeshiba 역에서 도보로 9 분 (650m)","없음
근처 (할인 없음) 사용 가능",15 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,https://foryou-group.co.jp/brandfc/kantou/entry-71.html,,,,"점심, 단일 용도, 주차 가능, 어린이, 브런치, 세련된, 아침 식사, 저녁 식사, 쌀, 비 흡연, 세련된 점심
다른 사용 장면을 참조하십시오",없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35551382.jpg,,,,,이용 가능한 맥주,,,평상복,예,불가능합니다,불가능합니다,,,,,,,
やまぐち山海の恵 別邸 福の花,"야마구치 산과 바다 축복받은 집, 행운의 꽃",https://retty.me/area/PRE13/ARE16/SUB1602/100001217388/,03-5425-4460,이자카야 일본 소바 (Soba),"[월요일부터 금요일까지, 휴일 전]
점심 11:00-14:30 L.O. 14:00
[월요일부터 금요일, 토요일, 휴일 전]
저녁 식사 17:00-23:30 L.O. 23:15",매주 일요일과 공휴일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 8,000 엔",예,PayPay,"오츠카 빌딩의 1 층, 2-2-6 Hamamatsucho, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (180m)
JR Yamanote Line / Hamamatsucho Station 3 분 도보 (210m)
Toei Mita Line / Shibakoen Station 7 분 도보 (550m)",,116 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://xn--u9jx82herip2itlhkvmylhpvtly3a.com/,,,,"점심 연회/음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티를 이용할 수있는 저녁 식사 이용 가능
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29993430.jpg,,,,,,,,,,,,,,,,,,
個室居酒屋 越後酒房 八海山浜松町 大門本店,개인 실 IZAKAYA ECHIGO SAKABO HAKKAIYAMA HAMAMATSUCHO DAIMON MAIN STORE,https://retty.me/area/PRE13/ARE16/SUB1602/100000825389/,03-6435-6132,Izakaya Soba (Soba) Hotpot Shabu-Shabu Japanese Cuisine,"[Sun, 월요일부터 목요일, 토요일 및 휴일]
저녁 식사 16:00-24:00 L.O. 23:30
[금요일/휴가 전]
저녁 식사 16:00-29:00 L.O. 28:00",불규칙한 휴일,"점심 : 비즈니스 시간
저녁 식사 : ~ 5,000 엔",Amex,,"4 층, Svax Daimon Building, 2-1-20 Hamamatsucho, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 1 분 거리 (4m)
JR Yamanote Line / Hamamatsucho Station 3 분 도보 (230m)
Toei Mita Line / Onarimon Station에서 도보로 7 분 거리 (560m)",,"113 석
(2 ~ 6 명 / 문 및 벽에 사용할 수있는 개인 실) 개인 타타미 룸 (2 ~ 30 명 / 문 및 벽) 이용 가능 (2 ~ 4 명 / 문 및 벽의 경우) 이용 가능 (2 ~ 4 명 / 문 및 벽) 이용 가능한 개인 테이블 룸 (5 ~ 16 명 / 문 및 벽의 경우) 이용 가능한 개인 테이블 객실 (20 ~ 16 명 / 문 및 벽)을 이용할 수있는 개인 테이블 룸 (100 명, 100 명, 120 명, 120 명, 개인 테이블).",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,,,,"날짜 연회 및 음주 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36206201.jpg,,,,,,,,,,,,,,,,,,
五島人 浜松町店,Gotojin Hamamatsucho 상점,https://retty.me/area/PRE13/ARE16/SUB1602/100001327569/,03-6402-3538,Izakaya 해산물과 해산물 핫팟 Shabu Shabu Sashimi 일본 음식,"[월요일부터 금요일까지]
점심 11:30-14:00
[월요일 ~ 목요일]
저녁 식사 17:00-23:30
[금요일/휴가 전]
저녁 식사 17:00-26:00
[태양, 토요일, 휴일]
저녁 식사 17:00-23:00
*새로운 코로나 바이러스의 확산을 방지하기 위해 상황에 따라 업무 일과 시간이 변할 수 있습니다.
자세한 내용은 상점에 문의하십시오. 불편을 드려 죄송합니다. 이로 인해 귀하의 이해에 감사드립니다.",불규칙한 휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,,"1f Hamamatsucho 262 건물, 2-6-2 Hamamatsucho, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Hamamatsucho Station 3 분 도보 (180m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 4 분 거리 (250m)
Toei Mita Line / Shibakoen Station에서 도보 8 분 (570m)",,97 석,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.dd-holdings.jp/brands?company=1/gotojin/,,,,"점심 만세 연회/음주 파티 솔로 작별 파티에 이용할 수있는 개인 방 환영 파티 파티 크리스마스 저녁 식사 연말 파티 새해 파티 음주 와인 식당 쌀 흡연 허용 전용 방의 점심
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001327569/archive/587287-5bd6ca35db55c.jpg,,,,,,,,,,,,,,,,,,
沖縄個室居酒屋 パラダイス浜松町・大門,오키나와 파라다이스 Hamamatsucho/Omon의 개인 Izakaya,https://retty.me/area/PRE13/ARE16/SUB1602/100001333814/,03-5408-5878,이자카야 오키나와 요리 오덴,"[월요일부터 금요일, 토요일, 휴일 전]
저녁 식사 17:00-24:00 L.O. 23:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다","매주 일요일과 공휴일
가게가 닫히면 상점에 확인하십시오.
새해 휴일 (확인하십시오)","점심 : 비즈니스 시간
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Furuguchi Building 2 및 3 층, 2-8-14 Shibadaimon, Minato-Ku, Tokyo
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (220m)
Toei Mita Line / Shibakoen Station 5 분 도보 (330m)
JR Yamanote Line / Hamamatsucho Station 6 분 도보 (430m)",없음,60 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,https://zans.jp/,재배치시 오키나와 이자카야로 개조되었습니다,,사용 가능한 예약,"개인 용도, 개인 용도, 저녁 식사, 쌀, 흡연, 급여 지불 지불 가능",없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/21605078.jpg,Suica,https://www.facebook.com/parazans/,"2,999 엔 미만, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 2,999 엔 미만의 all-rink 코스, 3,000 엔 -3,999 엔, 4,000 엔 -4,999 엔, 2 시간 동안 All-You-Can-Drink의 전 All-You-Can-Drink 코스. 시간, 3 시간 이상 동안 마시는 시간","맥주, 칵테일, awamori",,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성
배송 가능",,,,예 (무료),,,,,https://x.com/parazansjp,,
